 id X Y
 1 10  0
 2 11  0
 3 11  0
 4 11  0
 5 13  0
 6 14  0
 7 15  0
 8 16  0
 9 16  0	
10 17  0
11 18  0
12 18  0
13 19  0
14 19  0
15 20  0
16 21  0
17 22  0
18 25  0	
19 25  0
20 26  0
21 27  0
22 28  0
23 29  0
24 30  0
25 30  1
26 31  0
27 31  0
28 31  0
29 31  0
30 32  0
31 32  1
32 33  0
33 35  0
34 35  0	
35 36  0
36 37  1
37 38  0
38 41  0
39 41  0
40 41  0
41 42  0
42 42  1
43 42  1
44 44  1
45 45  1
46 47  1
47 48  1
48 49  1
49 49  1
50 49  1
